,ade,fde,kde,type
0,0.18705802300995347,0.20183963944181563,-0.4677990876493661,best_of
1,,,,best_of
2,0.21415216251924626,0.3730539690608322,0.21098678758352485,best_of
3,0.1288042126165724,0.10403600525679148,-1.1303440313812472,best_of
4,,,,best_of
5,0.10711159255985571,0.12289308695615421,-1.0638720319299715,best_of
6,0.6864720704706467,0.5110438240534491,1.5983144908534332,best_of
7,0.5443777637185463,1.1279157459888793,1.786823513087808,best_of
8,0.12916247092312402,0.15309791485313948,-0.7855522724136224,best_of
9,,,,best_of
10,0.16495656945786502,0.21726817131694792,-0.4383239030745375,best_of
11,,,,best_of
12,0.10870870260333412,0.11579169600422375,-1.2268248696880377,best_of
13,1.1832490708388679,1.529233249868219,3.1905707106844075,best_of
14,,,,best_of
15,0.1232780753543449,0.12601305627434073,-1.0789536135196465,best_of
16,0.2300994162552991,0.24887810593232074,-0.734158123677459,best_of
17,0.6797608158981701,0.8508278099573928,0.42062278819923404,best_of
18,0.1490623251447702,0.30472048560693976,-0.4851177069327903,best_of
19,,,,best_of
20,,,,best_of
21,0.26287567124184447,0.7250691623273707,1.5581021851206334,best_of
22,1.1761344307837847,1.185645256503103,2.99989978913111,best_of
23,,,,best_of
24,0.09795578175339224,0.09234652523397094,-1.6140808427070643,best_of
25,1.196296440803391,3.156985106712206,4.498227166771884,best_of
26,0.6885180200436907,0.5767897668128757,1.7640174998062594,best_of
27,0.08808363473207788,0.057506945668794954,-1.4711302907476396,best_of
28,1.821543058272838,4.680748978866772,4.640783214893065,best_of
29,0.29435253443893383,0.38696904604022003,1.0684951801503235,best_of
30,0.07417776850472758,0.05654554690362907,-2.153834970918865,best_of
31,0.08884246328651701,0.05766587437216422,-0.6495813761613138,best_of
32,0.07382438137926636,0.06352082389866569,-1.8811702067886895,best_of
33,0.1157394600271485,0.15518459352023467,-1.3120324487564867,best_of
34,0.2657125706981401,0.31673756588903473,-0.5990267863316965,best_of
35,0.5390739461105163,1.2838201483800498,0.30674644431577663,best_of
36,0.31362301120907227,0.3857115482045983,1.6869117622136678,best_of
37,,,,best_of
38,0.7065666479999405,0.9414910805335903,1.7395897634833952,best_of
39,,,,best_of
40,,,,best_of
41,0.0755565373042091,0.054294299314556226,-1.991512432284101,best_of
42,,,,best_of
43,,,,best_of
44,,,,best_of
45,0.2694845697230519,0.3560527595354504,-0.5828288174333738,best_of
46,0.10708345074967772,0.16158715454218658,-1.5674911983695694,best_of
47,1.0455722186961474,2.7779819763356475,3.2669556110627807,best_of
48,,,,best_of
49,0.11544534061754605,0.15492454235731445,-0.895232454411371,best_of
50,0.08472154759522219,0.049971221279669124,-1.6910691689186717,best_of
51,,,,best_of
52,0.8552958747629082,0.41831891677414046,1.9430105783517373,best_of
53,0.0846856342836535,0.06062379638964368,-1.7433097699927111,best_of
54,0.8628781986551955,1.5730828171171238,2.2673421385139414,best_of
55,0.09119623564701135,0.08592350958300493,-1.7021009606740196,best_of
56,0.16043186379920432,0.32084582409322315,-0.00980258387129227,best_of
57,,,,best_of
58,0.07910664243035284,0.05632283907291935,-1.791625165824496,best_of
59,0.9327305966957772,1.729955652759086,2.5254624835971673,best_of
60,0.1370483538141536,0.17866044889335664,-0.8602039987105184,best_of
61,0.26483154666436765,0.35357703037764815,-1.298227326206321,best_of
62,,,,best_of
63,0.23172542982257555,0.20485238529107072,-0.390359464702121,best_of
64,,,,best_of
65,0.14390811992920532,0.14385702992712068,-0.27189285557888115,best_of
66,0.07417526255004092,0.06696665587680481,-0.4651467716381267,best_of
67,0.100039837914999,0.1054789560363141,-1.2282261994502988,best_of
