40951,47092,2050,1722,1
40951,47203,1998,1710,1
40951,47227,1961,1580,1
40951,47296,1989,1826,1
40951,47365,1941,1930,1
40961,47092,2050,1722,1
40961,47227,1959,1571,1
40961,47296,1987,1810,1
40971,47092,2050,1722,1
40971,47203,1997,1694,1
40971,47296,1984,1792,1
40971,47365,1921,1875,1
40981,47092,2050,1721,1
40981,47203,1996,1686,1
40981,47296,1981,1777,1
40991,47092,2050,1721,1
40991,47203,1999,1681,1
40991,47296,1980,1764,1
40991,47365,1907,1823,1
40991,47434,1974,1701,1
41001,47092,2050,1721,1
41001,47203,1999,1675,1
41001,47296,1976,1748,1
41001,47434,1973,1692,1
41011,47092,2050,1721,1
41011,47296,1976,1740,1
41011,47434,1970,1682,1
41021,47092,2051,1722,1
41021,47296,1974,1730,1
41021,47434,1966,1669,1
41031,47092,2050,1720,1
41031,47203,2003,1661,1
41031,47296,1971,1717,1
41031,47434,1964,1660,1
41031,47460,2014,1732,1
41031,47482,2016,1797,1
41041,47092,2050,1719,1
41041,47203,2003,1657,1
41041,47296,1967,1702,1
41041,47434,1961,1653,1
41041,47460,2014,1729,1
41051,47092,2050,1719,1
41051,47227,1997,1582,1
41051,47296,1965,1694,1
41051,47434,1960,1645,1
41051,47460,2013,1728,1
41051,47482,2009,1783,1
41061,47092,2050,1719,1
41061,47203,2003,1649,1
41061,47296,1961,1682,1
41061,47434,1957,1636,1
41061,47460,2012,1726,1
41061,47509,1949,1901,1
41071,47092,2050,1720,1
41071,47296,1961,1674,1
41071,47509,1944,1876,1
41081,47092,2050,1719,1
41081,47296,1960,1666,1
41091,47092,2050,1719,1
41091,47203,2004,1640,1
41091,47296,1960,1658,1
41091,47434,1954,1614,1
41091,47460,2015,1730,1
41101,47092,2051,1720,1
41101,47203,2003,1638,1
41101,47227,1952,1607,1
41101,47296,1960,1654,1
41111,47092,2051,1720,1
41111,47203,2003,1636,1
41111,47227,1951,1597,1
41111,47296,1958,1642,1
41111,47580,1991,1714,1
41121,47092,2050,1720,1
41121,47227,1948,1586,1
41121,47296,1957,1637,1
41121,47570,2055,2074,1
41121,47571,1992,1984,1
41121,47580,1990,1702,1
41131,47092,2050,1721,1
41131,47227,1946,1582,1
41131,47296,1958,1629,1
41131,47570,2055,2048,1
41131,47571,1988,1958,1
41131,47580,1990,1690,1
41141,47092,2050,1720,1
41141,47227,1945,1574,1
41141,47296,1958,1622,1
41141,47509,1898,1723,1
41141,47570,2049,2032,1
41141,47571,1984,1934,1
41141,47580,1989,1677,1
41151,47092,2049,1718,1
41151,47296,1958,1616,1
41151,47571,1977,1906,1
41151,47580,1988,1666,1
41161,47092,2049,1719,1
41161,47296,1959,1608,1
41161,47571,1969,1883,1
41161,47580,1987,1659,1
41161,47630,1994,2030,1
41171,47092,2050,1719,1
41171,47296,1956,1600,1
41171,47571,1970,1860,1
41171,47630,1989,2001,1
41181,47092,2050,1719,1
41181,47296,1956,1592,1
41181,47571,1967,1841,1
41181,47630,1986,1976,1
41191,47092,2049,1720,1
41191,47296,1956,1588,1
41191,47571,1963,1822,1
41191,47630,1981,1951,1
41191,47659,1960,1708,1
41201,47092,2049,1720,1
41201,47296,1955,1580,1
41201,47630,1978,1929,1
41201,47659,1959,1696,1
41211,47092,2049,1720,1
41211,47296,1954,1576,1
41211,47630,1973,1907,1
41211,47657,1984,1739,1
41211,47659,1954,1685,1
41211,47670,1981,1609,1
41221,47092,2049,1719,1
41221,47630,1971,1885,1
41221,47659,1953,1676,1
41221,47670,1980,1603,1
41231,47092,2050,1719,1
41231,47630,1969,1863,1
41231,47670,1979,1595,1
41231,47682,1966,2067,1
41241,47092,2050,1720,1
41241,47630,1964,1846,1
41241,47657,1956,1729,1
41241,47670,1981,1590,1
41241,47682,1963,2045,1
41241,47704,1993,1900,1
41241,47708,2010,1860,1
41251,47092,2050,1719,1
41251,47630,1963,1826,1
41251,47682,1958,2022,1
41251,47704,1988,1878,1
41251,47708,2006,1846,1
41261,47092,2050,1719,1
41261,47630,1962,1808,1
41261,47670,2001,1582,1
41261,47682,1953,2000,1
41261,47704,1985,1865,1
41261,47708,2004,1834,1
41271,47092,2049,1719,1
41271,47630,1960,1793,1
41271,47682,1948,1974,1
41271,47704,1980,1844,1
41271,47708,1999,1819,1
41271,47732,2016,2027,1
41271,47741,2012,1728,1
41281,47092,2049,1720,1
41281,47630,1958,1777,1
41281,47657,1971,1680,1
41281,47682,1940,1948,1
41281,47704,1978,1832,1
41281,47708,1996,1806,1
41281,47732,2011,2003,1
41291,47092,2049,1719,1
41291,47630,1956,1761,1
41291,47682,1933,1922,1
41291,47704,1974,1816,1
41291,47708,1992,1791,1
41291,47732,2006,1981,1
41291,47752,1947,1648,1
41301,47092,2049,1719,1
41301,47630,1955,1747,1
41301,47682,1926,1895,1
41301,47704,1971,1802,1
41301,47708,1987,1778,1
41301,47732,2003,1966,1
41301,47752,1946,1635,1
41301,47764,1936,1587,1
41311,47092,2049,1718,1
41311,47630,1954,1733,1
41311,47682,1919,1870,1
41311,47704,1969,1793,1
41311,47708,1985,1765,1
41311,47732,2000,1950,1
41311,47752,1946,1619,1
41311,47765,1965,1648,1
41321,47092,2049,1718,1
41321,47630,1954,1723,1
41321,47682,1913,1848,1
41321,47704,1966,1778,1
41321,47708,1984,1755,1
41321,47732,1995,1930,1
41321,47765,1966,1644,1
