,ade,fde,kde,type
0,0.43559991454171326,0.7821866423494243,2.531251096238147,best_of
1,,,,best_of
2,0.43397161817887425,0.7687012112953917,2.2715412262287322,best_of
3,0.3417263274489834,0.4799943560830749,0.8154991367200557,best_of
4,,,,best_of
5,0.1677085362926772,0.2313617693305025,0.2845073764550143,best_of
6,0.9511329445452418,1.5076927273611875,6.852363205407428,best_of
7,0.5649244818218657,1.0898777715611943,3.529518715405624,best_of
8,0.17449963469149576,0.2237972745046881,1.1749990577281892,best_of
9,,,,best_of
10,0.1977074892825202,0.33105462631425686,1.7234470594627613,best_of
11,,,,best_of
12,0.2664907211945836,0.3844473105303432,0.9346609671837774,best_of
13,7.358889835391039,17.271571911701738,18.299645534653525,best_of
14,,,,best_of
15,0.16229495424840523,0.25914577538708816,0.7303255033911219,best_of
16,0.4036600846563672,0.5459948048473426,1.2036480007333523,best_of
17,0.66526782597357,1.4010587496290414,3.2084405036218273,best_of
18,0.16530100592799613,0.3132795352109728,-0.5077520350230684,best_of
19,,,,best_of
20,,,,best_of
21,0.3749702658391078,0.7892289776773835,1.955295120725537,best_of
22,3.051393479598502,6.071163389501479,11.68259825178558,best_of
23,,,,best_of
24,0.13101447424090232,0.16943259089799526,0.008210010634537152,best_of
25,0.8124587738448633,1.9613309032810577,6.736539821388591,best_of
26,1.9933415410959903,5.417544690381078,9.873436040141913,best_of
27,0.39996420377942365,0.5495457707951079,1.276251942365301,best_of
28,3.0151581315376452,9.178941071297782,12.499939941538651,best_of
29,0.34206430211244104,0.4866457277467406,0.5596478419802241,best_of
30,0.092637980848956,0.11434378226487595,-1.1521728191908942,best_of
31,0.12139569496081948,0.10487392745835118,0.6511465481877939,best_of
32,0.09808471902412966,0.11086579409951343,-0.40526680357709016,best_of
33,0.13910066459088608,0.17679505003978965,0.031076424509020935,best_of
34,0.48772317866704734,0.7984193494205792,2.1514191280913715,best_of
35,0.43942215299103365,1.094865553795527,1.128878543540125,best_of
36,0.44784386030121787,0.5696904367179944,4.209724933877496,best_of
37,,,,best_of
38,2.294960380955354,6.23164147273824,11.405297696435243,best_of
39,,,,best_of
40,,,,best_of
41,0.08925353969362533,0.08646225488174006,-0.7427381865669755,best_of
42,,,,best_of
43,,,,best_of
44,,,,best_of
45,0.4967412467851366,0.7299945859905754,1.7909795801129538,best_of
46,0.13582765112888162,0.19686917216996544,-0.2578924750402759,best_of
47,1.1124453809192323,3.20721404033275,3.9592477632667418,best_of
48,,,,best_of
49,0.16082220145793988,0.22704994909139056,-0.46307558169261515,best_of
50,0.11617148914516348,0.08875500948144777,-0.003103728300935102,best_of
51,,,,best_of
52,0.4183588330643163,0.415577079701411,2.5294627831562586,best_of
53,0.12375250332891434,0.136605778242895,0.023779825756729583,best_of
