,ade,fde,type
0,0.6282363553662947,1.2044149729612657,ml
1,,,ml
2,0.5447262240212903,1.1687298807772943,ml
3,0.4322172263299584,0.6622887683597047,ml
4,,,ml
5,0.2169404512117597,0.34692822673253665,ml
6,1.393016232966526,3.145473848477777,ml
7,1.1549111248915473,3.0944985879245337,ml
8,0.22353624314056092,0.37629975619369194,ml
9,,,ml
10,0.21965674090029147,0.46202157539044963,ml
11,,,ml
12,0.37859394011540026,0.6854391477308525,ml
13,8.314790774405344,18.650531053639593,ml
14,,,ml
15,0.20694209495416724,0.38349506319559545,ml
16,0.5999509297239203,1.4262599922057624,ml
17,0.904508680723068,2.2188782145541883,ml
18,0.21965674090029147,0.46202157539044963,ml
19,,,ml
20,,,ml
21,0.4792757486420259,0.8029170235978018,ml
22,3.8277588921327763,8.216046174634037,ml
23,,,ml
24,0.1787904782544582,0.27015860804170777,ml
25,1.4164488319984907,4.304737449159294,ml
26,2.6738461563390175,7.9053565464361935,ml
27,0.6274160498729936,1.1859019355498335,ml
28,3.8876696497333567,11.946807344294308,ml
29,0.44989132406230775,0.625605537841572,ml
30,0.13083512401559175,0.21346944198520906,ml
31,0.21702261869333875,0.3187514477909596,ml
32,0.1281041913610496,0.16482180366429794,ml
33,0.18847545171345764,0.32716511108105945,ml
34,0.6766931478431164,1.2573230485382478,ml
35,0.5406586515450627,1.35982464364291,ml
36,0.6606563649098774,0.9300422097672082,ml
37,,,ml
38,3.094243906391348,8.886118935274133,ml
39,,,ml
40,,,ml
41,0.1274968169839191,0.16589809015794985,ml
42,,,ml
43,,,ml
44,,,ml
45,0.6766931478431164,1.2573230485382478,ml
46,0.1909977557283504,0.3887265435930564,ml
47,1.5088049610461751,4.9103591348580355,ml
48,,,ml
49,0.1975269214089965,0.33009731277581417,ml
50,0.15115483999897272,0.2084613132583693,ml
51,,,ml
52,0.6343854473136932,1.3256065492901143,ml
53,0.15563245597683203,0.22280504614814767,ml
54,1.4803684008388043,3.024262811569996,ml
55,0.17445673455027308,0.2579421693435976,ml
56,0.23272873528654126,0.5039355099812144,ml
57,,,ml
58,0.14076703159953532,0.18507620052044552,ml
59,2.8564210289887897,7.9679822429270954,ml
60,0.22353624314056092,0.37629975619369194,ml
61,0.4701141449802221,0.8775730266419642,ml
62,,,ml
63,0.6636037589351795,1.8404591382103288,ml
64,,,ml
65,0.7274941165132591,1.0214984211799358,ml
66,0.10537307827671569,0.12275172843106757,ml
67,0.26304579748912793,0.41437932708031544,ml
68,1.5088049610461751,4.9103591348580355,ml
69,,,ml
70,3.055991998442659,6.531242204552247,ml
71,,,ml
72,0.19188098788673472,0.24258397722108285,ml
73,,,ml
74,,,ml
75,0.15492017837221964,0.22255669420330843,ml
76,,,ml
77,0.1654093603278788,0.21086420951232568,ml
78,0.23244219918252754,0.3374191145727195,ml
79,0.18544057045254256,0.32513562746100316,ml
80,2.948438891885203,8.07336312493452,ml
81,,,ml
82,,,ml
83,0.1320260817745715,0.14824947377362044,ml
84,,,ml
85,,,ml
86,1.1257778207925084,2.479059334430958,ml
87,0.8993868213408993,2.0738701415546363,ml
88,0.28356560253718405,0.47833053268751385,ml
89,,,ml
90,0.1975269214089965,0.33009731277581417,ml
91,,,ml
92,2.423274189028772,8.325199659865122,ml
93,1.1246332956478675,3.2889551308645437,ml
94,,,ml
95,2.7114818851115667,6.889204792058672,ml
96,1.6741048428824434,3.6443551573199477,ml
97,0.20278500506057484,0.25416416156731675,ml
98,0.1654093603278788,0.21086420951232568,ml
99,0.2838197885023273,0.5718847398113273,ml
100,,,ml
101,0.44989132406230775,0.625605537841572,ml
102,,,ml
103,,,ml
104,2.7366472967822437,9.711465556081585,ml
105,2.4539625194400876,7.924207057952052,ml
106,,,ml
107,0.2137797839831819,0.2904656790877174,ml
108,,,ml
109,0.5654388438671809,0.9980877867023312,ml
110,0.1926831448328709,0.22202919737987425,ml
111,0.36218562337270005,0.96033345193074,ml
112,0.13194396942083433,0.1855947917356163,ml
113,1.2732777832863893,2.9050368513400593,ml
114,1.1327398136280655,2.8445590857564347,ml
115,2.250787769119207,5.118841818454153,ml
116,,,ml
117,,,ml
118,0.5642664887121278,1.190760419704682,ml
119,0.15617354226850916,0.3019662384752378,ml
120,,,ml
121,,,ml
122,,,ml
123,0.3495351663488143,0.6967263813546231,ml
124,,,ml
125,,,ml
126,,,ml
127,,,ml
128,0.23032885941122838,0.43581662550187655,ml
129,,,ml
130,,,ml
131,9.534367387078296,18.135392735599215,ml
132,0.237566933927393,0.3654566869572627,ml
133,,,ml
134,0.2548942705316657,0.5010730474858761,ml
135,,,ml
136,,,ml
137,0.28010057581643755,0.33985728537785104,ml
138,,,ml
139,0.13881881316544017,0.146734955612762,ml
140,,,ml
141,,,ml
142,0.19222898527052049,0.2871047583088146,ml
143,,,ml
144,,,ml
145,2.169660461204818,3.751402359255874,ml
146,1.6121594263563839,3.502547818834266,ml
147,1.5943850884783015,4.018472895348001,ml
148,0.917953742026617,1.4221402556610745,ml
149,1.5176658699884644,4.0473527527939055,ml
150,,,ml
151,3.0932245968729353,9.887304282004257,ml
152,0.24876520113747222,0.6514307844949,ml
153,,,ml
154,,,ml
155,,,ml
156,,,ml
157,0.6882581914333786,1.6097375974885335,ml
158,,,ml
159,0.17633232372533428,0.20470311866111465,ml
160,3.094243906391348,8.886118935274133,ml
161,,,ml
162,0.3559024675181299,0.6519472940668083,ml
163,3.310389134363308,8.521858427983183,ml
164,,,ml
165,0.24960502348963548,0.4962337027530974,ml
166,,,ml
167,0.1477795741021244,0.27570587412442066,ml
168,1.7742407594655643,4.610972540129422,ml
169,,,ml
170,0.1418654589151754,0.17426984998339734,ml
171,0.2804724352378991,0.3921750688278211,ml
172,4.354095972539393,6.309850333659439,ml
173,0.4557196438449399,0.9914050504859506,ml
174,0.5982891191423338,1.8301884457211768,ml
175,3.055991998442659,6.531242204552247,ml
176,,,ml
177,,,ml
178,4.258344799841823,13.648120926768964,ml
179,7.112700292936757,18.86567030835681,ml
180,0.2456480094927365,0.3856229661846902,ml
181,,,ml
182,2.423274189028772,8.325199659865122,ml
183,0.12307121379434038,0.18127356784291396,ml
184,0.49246976475600734,2.0476527676501926,ml
185,0.24379511424772596,0.5276493277060902,ml
186,0.15888108479529545,0.21876146103496522,ml
187,0.35830107027669844,0.6433433003671144,ml
188,0.12534055922578405,0.17445948187943286,ml
189,0.1281041913610496,0.16482180366429794,ml
190,4.258344799841823,13.648120926768964,ml
191,0.23032885941122838,0.43581662550187655,ml
192,1.326143846298073,3.5010563508656216,ml
193,1.326143846298073,3.5010563508656216,ml
194,0.5999509297239203,1.4262599922057624,ml
195,0.27821832011043174,0.37540907056332834,ml
196,,,ml
197,,,ml
198,0.1622346738751578,0.2565919265987611,ml
199,,,ml
200,0.3336231875302792,0.5372461256085106,ml
201,,,ml
202,,,ml
203,5.974942881832393,8.288054785040575,ml
204,0.3854552392100837,0.6606807241549124,ml
205,,,ml
206,0.16042434431890376,0.38453447800458196,ml
207,3.685218245047101,6.883885596080665,ml
208,0.2715634179591663,0.6428715303503262,ml
209,0.17353577235585466,0.22776334470769605,ml
210,3.310389134363308,8.521858427983183,ml
211,,,ml
212,0.5139404499101156,0.9730837555931535,ml
213,0.3871281994863392,1.1833170111330904,ml
214,2.2151351219679207,5.405012041557264,ml
215,,,ml
216,0.10537307827671569,0.12275172843106757,ml
217,0.4220091347658401,0.9645183080619051,ml
218,2.7366472967822437,9.711465556081585,ml
219,1.4687808128944315,4.153269730267698,ml
220,0.2517433665956678,0.3881782309395332,ml
221,,,ml
222,,,ml
223,0.282813511453631,0.45579806063789746,ml
224,0.4339933983305002,0.9121544442441265,ml
225,,,ml
226,,,ml
227,0.17342297767410328,0.2862960906453188,ml
228,,,ml
229,,,ml
230,,,ml
231,,,ml
232,,,ml
233,,,ml
234,,,ml
235,,,ml
236,0.15550332086821206,0.21797926180459098,ml
237,,,ml
238,,,ml
239,,,ml
240,0.5698980185521595,0.7324944315059058,ml
241,2.7114818851115667,6.889204792058672,ml
242,,,ml
243,0.17351240089875833,0.2949338684891108,ml
244,1.2867159133850492,3.035864759846692,ml
245,,,ml
246,,,ml
247,,,ml
248,3.0932245968729353,9.887304282004257,ml
249,,,ml
250,,,ml
251,0.5471757438418212,0.970802854869846,ml
252,,,ml
253,9.534367387078296,18.135392735599215,ml
254,0.20466251026599908,0.3706396919705939,ml
255,0.15641700197499214,0.3066392426888672,ml
256,0.21980336357075927,0.3433164874869307,ml
257,0.1729779239250656,0.3215503018215141,ml
258,0.26142678529640073,0.4412184308057889,ml
259,,,ml
260,,,ml
261,3.249386714329739,6.693659212897175,ml
262,1.1621962994883521,2.7689896710362656,ml
